year SL_MMCP2.6 SL_MMCP4.5 SL_MMCP6.0 SL_MMCP-break SL_MMCP8.5 SL_MMCP-feedback 
10645 8.048 9.754 14.948 21.212 29.236 36.399 
10646 8.049 9.753 14.948 21.211 29.236 36.399 
10647 8.048 9.753 14.948 21.212 29.236 36.399 
10648 8.049 9.753 14.948 21.212 29.236 36.400 
10649 8.049 9.752 14.947 21.212 29.237 36.401 
10650 8.049 9.752 14.946 21.213 29.236 36.402 
10651 8.050 9.751 14.945 21.213 29.236 36.403 
10652 8.051 9.751 14.946 21.214 29.236 36.404 
10653 8.053 9.752 14.946 21.213 29.237 36.405 
10654 8.055 9.752 14.946 21.213 29.237 36.407 
10655 8.055 9.752 14.947 21.213 29.238 36.408 
10656 8.055 9.752 14.946 21.214 29.238 36.409 
10657 8.056 9.752 14.946 21.214 29.239 36.409 
10658 8.058 9.751 14.946 21.214 29.239 36.410 
10659 8.058 9.751 14.946 21.214 29.240 36.409 
10660 8.058 9.752 14.947 21.215 29.241 36.410 
10661 8.059 9.752 14.947 21.215 29.241 36.410 
10662 8.059 9.752 14.946 21.216 29.241 36.411 
10663 8.059 9.752 14.946 21.216 29.242 36.411 
10664 8.060 9.751 14.946 21.216 29.242 36.411 
10665 8.062 9.752 14.946 21.216 29.243 36.412 
10666 8.062 9.753 14.946 21.217 29.244 36.413 
10667 8.064 9.753 14.945 21.218 29.244 36.414 
10668 8.065 9.753 14.946 21.219 29.244 36.415 
10669 8.066 9.753 14.947 21.220 29.243 36.416 
10670 8.066 9.753 14.947 21.220 29.244 36.416 
10671 8.067 9.752 14.948 21.220 29.244 36.416 
10672 8.068 9.752 14.948 21.220 29.245 36.416 
10673 8.069 9.753 14.948 21.221 29.247 36.416 
10674 8.069 9.753 14.948 21.221 29.247 36.417 
10675 8.070 9.754 14.949 21.221 29.247 36.417 
10676 8.071 9.754 14.949 21.221 29.246 36.418 
10677 8.071 9.754 14.949 21.222 29.246 36.419 
10678 8.072 9.755 14.950 21.223 29.246 36.419 
10679 8.073 9.755 14.952 21.224 29.246 36.419 
10680 8.074 9.756 14.952 21.225 29.246 36.419 
10681 8.076 9.755 14.952 21.226 29.247 36.420 
10682 8.077 9.756 14.951 21.226 29.248 36.421 
10683 8.078 9.756 14.951 21.225 29.248 36.422 
10684 8.079 9.756 14.952 21.225 29.249 36.423 
10685 8.079 9.755 14.952 21.226 29.250 36.423 
10686 8.080 9.754 14.952 21.226 29.251 36.424 
10687 8.080 9.754 14.951 21.226 29.251 36.425 
10688 8.081 9.753 14.952 21.226 29.251 36.425 
10689 8.082 9.753 14.952 21.226 29.251 36.424 
10690 8.083 9.753 14.952 21.226 29.252 36.426 
10691 8.084 9.753 14.952 21.226 29.252 36.427 
10692 8.085 9.752 14.951 21.226 29.253 36.427 
10693 8.087 9.752 14.951 21.227 29.253 36.428 
10694 8.088 9.752 14.952 21.227 29.254 36.429 
10695 8.090 9.752 14.952 21.226 29.254 36.430 
10696 8.091 9.753 14.953 21.227 29.254 36.430 
10697 8.091 9.754 14.952 21.226 29.255 36.429 
10698 8.092 9.754 14.953 21.226 29.256 36.429 
10699 8.093 9.754 14.953 21.225 29.256 36.430 
10700 8.095 9.754 14.953 21.225 29.257 36.430 
10701 8.095 9.754 14.952 21.226 29.257 36.430 
10702 8.095 9.753 14.952 21.226 29.258 36.430 
10703 8.096 9.752 14.951 21.226 29.258 36.430 
10704 8.097 9.752 14.952 21.227 29.259 36.431 
10705 8.098 9.753 14.952 21.228 29.259 36.432 
10706 8.099 9.752 14.952 21.230 29.260 36.434 
10707 8.100 9.752 14.952 21.231 29.260 36.435 
10708 8.101 9.752 14.952 21.232 29.260 36.436 
10709 8.102 9.753 14.953 21.233 29.261 36.437 
10710 8.104 9.752 14.953 21.233 29.262 36.439 
10711 8.105 9.752 14.953 21.233 29.263 36.439 
10712 8.107 9.751 14.953 21.233 29.263 36.439 
10713 8.107 9.750 14.954 21.233 29.263 36.439 
10714 8.107 9.751 14.954 21.233 29.263 36.439 
10715 8.107 9.751 14.954 21.233 29.263 36.440 
10716 8.107 9.751 14.955 21.233 29.262 36.440 
10717 8.108 9.751 14.955 21.234 29.262 36.441 
10718 8.110 9.751 14.956 21.234 29.262 36.441 
10719 8.112 9.752 14.956 21.234 29.263 36.442 
10720 8.114 9.753 14.957 21.235 29.263 36.441 
10721 8.114 9.753 14.958 21.235 29.264 36.441 
10722 8.115 9.752 14.958 21.235 29.265 36.442 
10723 8.116 9.752 14.958 21.235 29.265 36.443 
10724 8.117 9.751 14.957 21.236 29.266 36.443 
10725 8.118 9.752 14.957 21.236 29.267 36.444 
10726 8.118 9.752 14.958 21.236 29.266 36.445 
10727 8.118 9.752 14.958 21.236 29.266 36.445 
10728 8.118 9.753 14.957 21.236 29.266 36.446 
10729 8.119 9.752 14.957 21.237 29.266 36.446 
10730 8.120 9.752 14.959 21.237 29.266 36.447 
10731 8.121 9.752 14.959 21.237 29.266 36.447 
10732 8.122 9.752 14.959 21.238 29.266 36.448 
10733 8.122 9.753 14.960 21.238 29.266 36.449 
10734 8.122 9.753 14.960 21.240 29.266 36.450 
10735 8.123 9.753 14.959 21.241 29.267 36.451 
10736 8.124 9.752 14.959 21.242 29.266 36.452 
10737 8.125 9.752 14.959 21.241 29.267 36.452 
10738 8.125 9.751 14.959 21.241 29.267 36.452 
10739 8.127 9.752 14.959 21.242 29.266 36.452 
10740 8.127 9.751 14.959 21.243 29.266 36.452 
10741 8.128 9.751 14.958 21.243 29.266 36.452 
10742 8.128 9.750 14.959 21.244 29.268 36.453 
10743 8.129 9.750 14.960 21.245 29.269 36.454 
10744 8.130 9.751 14.961 21.246 29.270 36.454 
10745 8.130 9.751 14.963 21.246 29.270 36.454 
10746 8.131 9.751 14.963 21.247 29.270 36.454 
10747 8.131 9.750 14.964 21.247 29.270 36.453 
10748 8.131 9.751 14.963 21.247 29.270 36.454 
10749 8.132 9.751 14.963 21.247 29.270 36.454 
10750 8.132 9.752 14.963 21.248 29.271 36.454 
10751 8.133 9.753 14.963 21.248 29.271 36.455 
10752 8.135 9.753 14.963 21.248 29.271 36.456 
10753 8.135 9.752 14.962 21.249 29.271 36.457 
10754 8.136 9.751 14.962 21.249 29.271 36.458 
10755 8.136 9.751 14.962 21.249 29.272 36.459 
10756 8.137 9.751 14.962 21.250 29.272 36.459 
10757 8.139 9.751 14.962 21.250 29.272 36.460 
10758 8.141 9.752 14.963 21.249 29.273 36.460 
10759 8.142 9.753 14.964 21.248 29.273 36.461 
10760 8.143 9.754 14.964 21.248 29.273 36.462 
10761 8.144 9.754 14.964 21.248 29.274 36.462 
10762 8.145 9.754 14.964 21.248 29.274 36.462 
10763 8.145 9.753 14.964 21.249 29.275 36.463 
10764 8.145 9.754 14.964 21.248 29.276 36.463 
10765 8.146 9.753 14.964 21.248 29.278 36.464 
10766 8.147 9.753 14.963 21.248 29.279 36.465 
10767 8.147 9.752 14.963 21.248 29.280 36.466 
10768 8.148 9.753 14.962 21.248 29.281 36.468 
10769 8.149 9.753 14.962 21.248 29.281 36.468 
10770 8.150 9.753 14.963 21.249 29.282 36.470 
10771 8.151 9.753 14.965 21.250 29.284 36.470 
10772 8.151 9.753 14.966 21.251 29.285 36.472 
10773 8.150 9.753 14.966 21.252 29.285 36.473 
10774 8.151 9.753 14.966 21.253 29.286 36.474 
10775 8.152 9.753 14.966 21.254 29.286 36.475 
10776 8.153 9.753 14.967 21.254 29.286 36.475 
10777 8.155 9.753 14.967 21.255 29.285 36.476 
10778 8.156 9.752 14.967 21.255 29.284 36.477 
10779 8.156 9.753 14.967 21.255 29.284 36.477 
10780 8.157 9.753 14.967 21.255 29.285 36.477 
10781 8.158 9.753 14.967 21.255 29.284 36.478 
10782 8.158 9.753 14.968 21.255 29.285 36.478 
10783 8.159 9.754 14.968 21.255 29.285 36.477 
10784 8.160 9.755 14.969 21.255 29.286 36.478 
10785 8.161 9.755 14.969 21.256 29.288 36.479 
10786 8.162 9.756 14.969 21.256 29.289 36.480 
10787 8.162 9.755 14.969 21.256 29.290 36.481 
10788 8.163 9.755 14.970 21.257 29.290 36.482 
10789 8.165 9.755 14.969 21.257 29.290 36.482 
10790 8.165 9.756 14.969 21.257 29.290 36.483 
10791 8.166 9.756 14.970 21.257 29.290 36.483 
10792 8.167 9.756 14.969 21.256 29.290 36.483 
10793 8.167 9.755 14.969 21.256 29.290 36.483 
10794 8.168 9.755 14.969 21.257 29.290 36.483 
10795 8.170 9.755 14.970 21.258 29.290 36.482 
10796 8.171 9.755 14.969 21.259 29.290 36.482 
10797 8.173 9.756 14.970 21.259 29.291 36.481 
10798 8.174 9.757 14.970 21.260 29.292 36.483 
10799 8.174 9.757 14.970 21.260 29.293 36.483 
10800 8.175 9.756 14.970 21.260 29.293 36.485 
10801 8.175 9.757 14.970 21.260 29.293 36.486 
10802 8.175 9.756 14.970 21.261 29.293 36.487 
10803 8.176 9.757 14.970 21.262 29.294 36.488 
10804 8.178 9.756 14.970 21.263 29.293 36.488 
10805 8.178 9.757 14.970 21.261 29.293 36.488 
10806 8.177 9.758 14.970 21.261 29.294 36.490 
10807 8.177 9.759 14.971 21.262 29.295 36.491 
10808 8.179 9.760 14.971 21.262 29.295 36.492 
10809 8.180 9.761 14.972 21.263 29.295 36.493 
10810 8.180 9.761 14.973 21.263 29.297 36.494 
10811 8.182 9.761 14.974 21.263 29.298 36.494 
10812 8.183 9.761 14.975 21.263 29.299 36.494 
10813 8.184 9.762 14.975 21.263 29.300 36.494 
10814 8.185 9.762 14.975 21.262 29.301 36.494 
10815 8.185 9.762 14.975 21.262 29.302 36.494 
10816 8.186 9.762 14.975 21.261 29.302 36.495 
10817 8.187 9.762 14.974 21.262 29.302 36.497 
10818 8.188 9.762 14.974 21.262 29.302 36.499 
10819 8.189 9.761 14.974 21.263 29.302 36.499 
10820 8.190 9.761 14.974 21.263 29.303 36.499 
10821 8.190 9.762 14.975 21.263 29.303 36.500 
10822 8.192 9.762 14.976 21.263 29.303 36.501 
10823 8.194 9.762 14.976 21.264 29.304 36.500 
10824 8.195 9.762 14.976 21.265 29.304 36.500 
10825 8.197 9.763 14.976 21.265 29.305 36.499 
10826 8.198 9.763 14.977 21.265 29.305 36.500 
10827 8.198 9.763 14.977 21.265 29.305 36.500 
10828 8.199 9.763 14.976 21.264 29.306 36.501 
10829 8.199 9.763 14.977 21.265 29.306 36.501 
10830 8.199 9.762 14.977 21.265 29.306 36.501 
10831 8.199 9.761 14.977 21.265 29.306 36.500 
10832 8.200 9.762 14.977 21.266 29.306 36.500 
10833 8.202 9.762 14.977 21.267 29.307 36.501 
10834 8.203 9.763 14.977 21.268 29.309 36.501 
10835 8.204 9.763 14.978 21.268 29.310 36.502 
10836 8.205 9.763 14.977 21.268 29.311 36.504 
10837 8.206 9.763 14.977 21.268 29.311 36.505 
10838 8.205 9.762 14.978 21.268 29.312 36.506 
10839 8.206 9.761 14.978 21.268 29.313 36.506 
10840 8.208 9.762 14.979 21.268 29.313 36.507 
10841 8.209 9.762 14.979 21.269 29.313 36.507 
10842 8.211 9.762 14.980 21.269 29.313 36.505 
10843 8.213 9.762 14.980 21.269 29.313 36.505 
10844 8.213 9.763 14.980 21.269 29.313 36.505 
10845 8.213 9.763 14.981 21.269 29.313 36.506 
10846 8.213 9.763 14.980 21.268 29.313 36.507 
10847 8.214 9.764 14.981 21.269 29.313 36.507 
10848 8.216 9.765 14.981 21.269 29.313 36.508 
10849 8.217 9.765 14.980 21.270 29.313 36.510 
10850 8.218 9.765 14.980 21.272 29.314 36.511 
10851 8.219 9.765 14.981 21.272 29.314 36.512 
10852 8.220 9.765 14.981 21.271 29.313 36.513 
10853 8.221 9.766 14.981 21.272 29.314 36.513 
10854 8.222 9.767 14.981 21.272 29.314 36.513 
10855 8.222 9.768 14.982 21.273 29.315 36.514 
10856 8.223 9.767 14.982 21.273 29.315 36.513 
10857 8.224 9.767 14.981 21.273 29.316 36.513 
10858 8.224 9.766 14.981 21.274 29.316 36.513 
10859 8.225 9.766 14.980 21.274 29.318 36.513 
10860 8.225 9.765 14.980 21.274 29.319 36.513 
10861 8.227 9.765 14.980 21.274 29.320 36.514 
10862 8.227 9.765 14.980 21.274 29.320 36.515 
10863 8.229 9.765 14.981 21.274 29.321 36.516 
10864 8.229 9.766 14.981 21.273 29.322 36.517 
10865 8.231 9.765 14.981 21.274 29.323 36.518 
10866 8.232 9.765 14.982 21.274 29.323 36.519 
10867 8.232 9.765 14.983 21.274 29.322 36.520 
10868 8.232 9.766 14.983 21.273 29.322 36.521 
10869 8.234 9.767 14.983 21.273 29.322 36.521 
10870 8.234 9.767 14.983 21.273 29.322 36.521 
10871 8.234 9.767 14.983 21.274 29.322 36.521 
10872 8.234 9.766 14.982 21.274 29.322 36.522 
10873 8.235 9.767 14.982 21.274 29.323 36.523 
10874 8.236 9.767 14.981 21.274 29.324 36.524 
10875 8.236 9.767 14.981 21.274 29.326 36.525 
10876 8.236 9.767 14.982 21.275 29.327 36.525 
10877 8.238 9.766 14.982 21.275 29.328 36.526 
10878 8.239 9.767 14.982 21.275 29.328 36.527 
10879 8.239 9.767 14.981 21.275 29.328 36.528 
10880 8.241 9.767 14.981 21.275 29.329 36.529 
10881 8.241 9.767 14.980 21.274 29.330 36.529 
10882 8.241 9.765 14.981 21.274 29.332 36.528 
10883 8.242 9.764 14.981 21.274 29.332 36.529 
10884 8.243 9.763 14.982 21.274 29.333 36.530 
10885 8.245 9.763 14.983 21.274 29.334 36.530 
10886 8.246 9.763 14.983 21.274 29.334 36.531 
10887 8.248 9.764 14.983 21.276 29.335 36.531 
10888 8.249 9.764 14.984 21.277 29.336 36.531 
10889 8.250 9.764 14.983 21.277 29.337 36.532 
10890 8.252 9.765 14.983 21.278 29.339 36.533 
10891 8.252 9.765 14.983 21.278 29.339 36.533 
10892 8.253 9.766 14.983 21.278 29.340 36.534 
10893 8.254 9.766 14.983 21.277 29.340 36.535 
10894 8.254 9.766 14.983 21.277 29.341 36.535 
10895 8.255 9.767 14.983 21.278 29.342 36.535 
10896 8.256 9.767 14.983 21.278 29.342 36.535 
10897 8.257 9.767 14.983 21.279 29.343 36.534 
10898 8.258 9.766 14.982 21.278 29.344 36.535 
10899 8.258 9.766 14.982 21.278 29.345 36.536 
10900 8.260 9.766 14.983 21.280 29.347 36.537 
10901 8.261 9.766 14.983 21.281 29.348 36.539 
10902 8.262 9.767 14.984 21.281 29.349 36.539 
10903 8.262 9.767 14.985 21.281 29.349 36.540 
10904 8.264 9.766 14.985 21.281 29.349 36.540 
10905 8.266 9.766 14.985 21.280 29.349 36.540 
10906 8.267 9.766 14.984 21.280 29.349 36.541 
10907 8.268 9.766 14.985 21.279 29.350 36.542 
10908 8.268 9.767 14.985 21.279 29.350 36.542 
10909 8.269 9.766 14.985 21.280 29.351 36.541 
10910 8.269 9.767 14.984 21.280 29.351 36.541 
10911 8.270 9.767 14.984 21.281 29.352 36.541 
10912 8.271 9.767 14.985 21.282 29.353 36.541 
10913 8.272 9.767 14.984 21.283 29.354 36.541 
10914 8.273 9.767 14.984 21.282 29.354 36.541 
10915 8.275 9.767 14.985 21.282 29.354 36.541 
10916 8.276 9.767 14.985 21.282 29.355 36.541 
10917 8.277 9.766 14.986 21.283 29.355 36.542 
10918 8.278 9.766 14.985 21.283 29.355 36.543 
10919 8.279 9.766 14.985 21.283 29.355 36.543 
10920 8.280 9.765 14.985 21.283 29.355 36.544 
10921 8.280 9.765 14.985 21.283 29.356 36.544 
10922 8.280 9.765 14.985 21.283 29.356 36.544 
10923 8.281 9.765 14.985 21.283 29.355 36.546 
10924 8.282 9.765 14.985 21.283 29.354 36.546 
10925 8.283 9.764 14.985 21.283 29.355 36.547 
10926 8.283 9.765 14.985 21.284 29.355 36.549 
10927 8.284 9.766 14.985 21.284 29.355 36.550 
10928 8.285 9.766 14.985 21.283 29.355 36.551 
10929 8.287 9.766 14.985 21.282 29.356 36.552 
10930 8.287 9.766 14.984 21.283 29.356 36.553 
10931 8.288 9.766 14.984 21.284 29.356 36.553 
10932 8.288 9.765 14.985 21.284 29.357 36.554 
10933 8.289 9.765 14.984 21.284 29.358 36.554 
10934 8.289 9.765 14.985 21.284 29.359 36.555 
10935 8.290 9.766 14.985 21.283 29.360 36.557 
10936 8.291 9.766 14.985 21.283 29.361 36.558 
10937 8.292 9.766 14.986 21.284 29.361 36.558 
10938 8.293 9.767 14.986 21.285 29.361 36.559 
10939 8.293 9.767 14.987 21.286 29.362 36.559 
10940 8.294 9.766 14.987 21.286 29.363 36.560 
10941 8.296 9.767 14.987 21.287 29.363 36.561 
10942 8.297 9.766 14.987 21.288 29.363 36.563 
10943 8.298 9.766 14.987 21.287 29.365 36.564 
10944 8.298 9.766 14.989 21.288 29.366 36.564 
10945 8.299 9.767 14.990 21.287 29.366 36.565 
10946 8.298 9.768 14.990 21.286 29.365 36.565 
10947 8.298 9.767 14.990 21.286 29.365 36.564 
10948 8.298 9.767 14.990 21.285 29.364 36.565 
10949 8.298 9.767 14.990 21.286 29.363 36.566 
10950 8.298 9.766 14.991 21.286 29.364 36.567 
10951 8.299 9.766 14.991 21.287 29.365 36.569 
10952 8.300 9.767 14.990 21.287 29.365 36.570 
10953 8.302 9.767 14.991 21.287 29.366 36.571 
10954 8.303 9.767 14.992 21.287 29.368 36.572 
10955 8.304 9.767 14.992 21.287 29.369 36.573 
10956 8.304 9.766 14.991 21.288 29.369 36.573 
10957 8.305 9.766 14.991 21.288 29.370 36.573 
10958 8.305 9.764 14.990 21.288 29.369 36.574 
10959 8.305 9.763 14.990 21.289 29.370 36.576 
10960 8.307 9.763 14.991 21.290 29.370 36.576 
10961 8.308 9.763 14.991 21.290 29.371 36.576 
10962 8.309 9.762 14.993 21.290 29.371 36.576 
10963 8.310 9.762 14.993 21.290 29.372 36.577 
10964 8.311 9.762 14.993 21.290 29.372 36.577 
10965 8.312 9.762 14.992 21.291 29.372 36.577 
10966 8.312 9.762 14.992 21.291 29.372 36.578 
10967 8.313 9.761 14.993 21.292 29.372 36.579 
10968 8.314 9.761 14.995 21.292 29.373 36.580 
10969 8.315 9.760 14.996 21.292 29.374 36.580 
10970 8.316 9.760 14.995 21.292 29.375 36.581 
10971 8.317 9.760 14.995 21.293 29.375 36.581 
10972 8.318 9.759 14.994 21.293 29.375 36.582 
10973 8.319 9.759 14.994 21.293 29.375 36.583 
10974 8.320 9.759 14.993 21.294 29.375 36.583 
10975 8.320 9.760 14.994 21.294 29.376 36.583 
10976 8.321 9.760 14.994 21.295 29.376 36.583 
10977 8.322 9.761 14.993 21.295 29.375 36.582 
10978 8.324 9.761 14.993 21.296 29.375 36.582 
10979 8.325 9.761 14.994 21.297 29.375 36.583 
10980 8.326 9.761 14.994 21.297 29.375 36.584 
10981 8.327 9.761 14.993 21.297 29.375 36.585 
10982 8.328 9.761 14.993 21.298 29.375 36.585 
10983 8.329 9.760 14.993 21.298 29.375 36.586 
10984 8.329 9.761 14.994 21.299 29.376 36.587 
10985 8.329 9.761 14.995 21.299 29.376 36.587 
10986 8.329 9.761 14.994 21.299 29.376 36.588 
10987 8.330 9.760 14.993 21.298 29.376 36.588 
10988 8.331 9.760 14.993 21.298 29.375 36.588 
10989 8.332 9.760 14.994 21.298 29.375 36.589 
10990 8.332 9.759 14.994 21.298 29.374 36.589 
10991 8.332 9.760 14.993 21.297 29.374 36.590 
10992 8.333 9.760 14.993 21.297 29.375 36.591 
10993 8.335 9.761 14.994 21.298 29.376 36.593 
10994 8.336 9.762 14.994 21.298 29.377 36.594 
10995 8.337 9.762 14.994 21.297 29.378 36.596 
10996 8.336 9.762 14.994 21.298 29.378 36.596 
10997 8.336 9.761 14.995 21.298 29.378 36.596 
10998 8.337 9.761 14.995 21.299 29.378 36.596 
10999 8.337 9.761 14.995 21.300 29.377 36.597 
11000 8.339 9.761 14.994 21.300 29.377 36.597 
11001 8.339 9.761 14.993 21.300 29.376 36.598 
11002 8.340 9.762 14.993 21.300 29.375 36.598 
11003 8.340 9.763 14.993 21.300 29.375 36.598 
11004 8.341 9.763 14.994 21.300 29.376 36.598 
11005 8.341 9.763 14.994 21.300 29.378 36.598 
11006 8.342 9.762 14.994 21.300 29.379 36.598 
11007 8.343 9.762 14.994 21.301 29.380 36.598 
11008 8.344 9.762 14.994 21.301 29.381 36.599 
11009 8.344 9.763 14.994 21.302 29.382 36.599 
11010 8.346 9.762 14.994 21.302 29.382 36.599 
11011 8.347 9.761 14.994 21.302 29.383 36.599 
11012 8.348 9.762 14.994 21.302 29.384 36.599 
11013 8.348 9.762 14.993 21.302 29.384 36.599 
11014 8.348 9.763 14.994 21.302 29.385 36.598 
11015 8.348 9.763 14.994 21.302 29.385 36.598 
11016 8.348 9.763 14.996 21.303 29.385 36.600 
11017 8.349 9.763 14.996 21.303 29.385 36.601 
11018 8.349 9.762 14.996 21.303 29.385 36.601 
11019 8.350 9.761 14.996 21.303 29.385 36.601 
11020 8.351 9.762 14.997 21.303 29.384 36.602 
11021 8.351 9.762 14.997 21.304 29.385 36.602 
11022 8.353 9.762 14.997 21.305 29.386 36.603 
11023 8.354 9.762 14.998 21.306 29.386 36.602 
11024 8.355 9.761 14.998 21.306 29.386 36.603 
11025 8.355 9.761 14.998 21.306 29.386 36.604 
11026 8.355 9.761 14.997 21.305 29.386 36.604 
11027 8.356 9.761 14.998 21.306 29.386 36.604 
11028 8.357 9.762 14.998 21.306 29.387 36.605 
11029 8.359 9.761 14.998 21.306 29.387 36.605 
11030 8.360 9.761 14.998 21.306 29.388 36.607 
11031 8.361 9.762 14.999 21.307 29.389 36.608 
11032 8.362 9.761 14.998 21.307 29.390 36.610 
11033 8.362 9.761 14.997 21.308 29.391 36.610 
11034 8.363 9.761 14.997 21.308 29.392 36.611 
11035 8.364 9.761 14.997 21.308 29.393 36.612 
11036 8.365 9.761 14.998 21.307 29.394 36.613 
11037 8.365 9.760 14.999 21.307 29.395 36.613 
11038 8.366 9.760 14.999 21.307 29.396 36.614 
11039 8.367 9.760 14.998 21.307 29.396 36.614 
11040 8.366 9.760 14.998 21.308 29.395 36.614 
11041 8.368 9.760 14.997 21.309 29.395 36.614 
11042 8.369 9.761 14.997 21.311 29.396 36.614 
11043 8.370 9.762 14.997 21.311 29.397 36.615 
11044 8.371 9.763 14.998 21.312 29.397 36.616 
11045 8.372 9.763 14.998 21.313 29.398 36.617 
11046 8.373 9.763 14.999 21.313 29.398 36.618 
11047 8.373 9.763 14.999 21.314 29.399 36.620 
11048 8.373 9.763 14.998 21.313 29.399 36.620 
11049 8.374 9.763 14.999 21.313 29.400 36.621 
11050 8.375 9.763 14.998 21.313 29.401 36.623 
11051 8.376 9.764 14.999 21.313 29.401 36.623 
11052 8.377 9.764 14.999 21.311 29.401 36.623 
11053 8.377 9.764 14.999 21.311 29.401 36.622 
11054 8.377 9.764 15.000 21.312 29.401 36.621 
11055 8.378 9.763 15.000 21.313 29.402 36.621 
11056 8.381 9.764 14.999 21.313 29.401 36.621 
11057 8.381 9.765 14.999 21.314 29.402 36.623 
11058 8.382 9.765 14.999 21.314 29.402 36.624 
11059 8.382 9.766 14.999 21.315 29.401 36.624 
11060 8.383 9.765 14.999 21.316 29.402 36.625 
11061 8.384 9.764 15.000 21.317 29.403 36.625 
11062 8.385 9.763 15.001 21.317 29.404 36.626 
11063 8.385 9.764 15.001 21.317 29.405 36.627 
11064 8.386 9.764 15.000 21.317 29.406 36.627 
11065 8.387 9.764 15.000 21.317 29.406 36.626 
11066 8.388 9.763 15.000 21.318 29.406 36.626 
11067 8.389 9.763 15.000 21.318 29.406 36.626 
11068 8.390 9.763 15.001 21.320 29.406 36.627 
11069 8.391 9.763 15.001 21.321 29.406 36.627 
11070 8.390 9.762 15.002 21.320 29.407 36.629 
11071 8.391 9.761 15.003 21.320 29.407 36.630 
11072 8.392 9.761 15.003 21.319 29.407 36.632 
11073 8.393 9.762 15.002 21.319 29.408 36.633 
11074 8.393 9.762 15.000 21.319 29.408 36.633 
11075 8.394 9.762 14.999 21.319 29.408 36.632 
11076 8.394 9.763 14.999 21.320 29.408 36.632 
11077 8.395 9.763 15.000 21.320 29.408 36.633 
11078 8.395 9.765 15.000 21.320 29.408 36.633 
11079 8.396 9.765 15.000 21.320 29.408 36.632 
11080 8.397 9.764 15.000 21.319 29.408 36.631 
11081 8.398 9.764 15.000 21.319 29.409 36.632 
11082 8.400 9.766 15.000 21.319 29.410 36.632 
11083 8.401 9.766 15.001 21.320 29.411 36.633 
11084 8.402 9.767 15.000 21.320 29.412 36.634 
11085 8.403 9.767 15.001 21.321 29.412 36.635 
11086 8.404 9.766 15.000 21.321 29.411 36.636 
11087 8.404 9.766 15.000 21.321 29.412 36.636 
11088 8.405 9.767 15.000 21.322 29.413 36.637 
11089 8.405 9.767 14.999 21.322 29.414 36.637 
11090 8.405 9.767 14.999 21.323 29.414 36.638 
11091 8.405 9.767 14.999 21.323 29.414 36.638 
11092 8.405 9.767 14.999 21.323 29.414 36.638 
11093 8.406 9.767 14.999 21.325 29.416 36.638 
11094 8.407 9.766 14.999 21.325 29.417 36.638 
11095 8.407 9.766 14.999 21.326 29.418 36.639 
11096 8.408 9.767 14.999 21.326 29.418 36.639 
11097 8.408 9.767 15.000 21.326 29.420 36.639 
11098 8.409 9.768 15.001 21.328 29.421 36.640 
11099 8.409 9.768 15.001 21.329 29.422 36.641 
11100 8.410 9.770 15.001 21.330 29.422 36.642 
11101 8.410 9.771 15.001 21.331 29.423 36.642 
11102 8.410 9.771 15.000 21.331 29.423 36.641 
11103 8.411 9.771 14.999 21.331 29.423 36.642 
11104 8.412 9.771 14.998 21.331 29.424 36.643 
11105 8.413 9.771 14.997 21.331 29.423 36.643 
11106 8.414 9.770 14.997 21.331 29.424 36.645 
11107 8.416 9.771 14.996 21.331 29.425 36.646 
11108 8.417 9.772 14.997 21.331 29.426 36.647 
11109 8.418 9.772 14.998 21.332 29.426 36.648 
11110 8.418 9.772 14.998 21.333 29.426 36.648 
11111 8.419 9.772 14.999 21.334 29.426 36.649 
11112 8.420 9.772 15.000 21.334 29.427 36.651 
11113 8.420 9.771 14.999 21.335 29.427 36.652 
11114 8.419 9.772 14.999 21.336 29.427 36.654 
11115 8.420 9.772 14.999 21.335 29.427 36.656 
11116 8.420 9.772 14.999 21.334 29.427 36.657 
11117 8.420 9.772 14.999 21.334 29.427 36.658 
11118 8.421 9.772 14.998 21.335 29.427 36.657 
11119 8.422 9.771 14.998 21.335 29.428 36.658 
11120 8.422 9.771 14.998 21.335 29.428 36.658 
11121 8.423 9.771 14.998 21.336 29.429 36.659 
11122 8.424 9.771 14.999 21.336 29.429 36.660 
11123 8.425 9.771 15.000 21.336 29.430 36.660 
11124 8.426 9.771 15.002 21.337 29.430 36.660 
11125 8.427 9.771 15.002 21.336 29.430 36.660 
11126 8.428 9.770 15.002 21.337 29.429 36.662 
11127 8.428 9.770 15.002 21.336 29.430 36.662 
11128 8.429 9.770 15.002 21.337 29.431 36.664 
11129 8.429 9.770 15.003 21.337 29.433 36.665 
11130 8.430 9.771 15.003 21.337 29.434 36.666 
11131 8.431 9.771 15.003 21.337 29.434 36.666 
11132 8.432 9.771 15.003 21.338 29.435 36.665 
11133 8.433 9.771 15.003 21.339 29.436 36.666 
11134 8.434 9.772 15.002 21.339 29.436 36.667 
11135 8.435 9.772 15.002 21.338 29.436 36.667 
11136 8.436 9.773 15.002 21.338 29.437 36.667 
11137 8.437 9.773 15.003 21.338 29.437 36.668 
11138 8.438 9.773 15.003 21.338 29.438 36.669 
11139 8.439 9.773 15.003 21.338 29.438 36.669 
11140 8.441 9.773 15.002 21.338 29.439 36.668 
11141 8.441 9.773 15.002 21.338 29.439 36.668 
